timestamp,session_id,tag_id,response_time_ms,positioning_accuracy_m,trilateration_success,proximity_events_count,active_tags_count
2025-06-24T11:01:46.971321,20250624_110136,sim_tag1,72.78,0.0785,100.0,0,3
2025-06-24T11:01:46.971321,20250624_110136,sim_tag2,72.78,0.0785,100.0,0,3
2025-06-24T11:01:46.971321,20250624_110136,sim_tag3,72.78,0.0785,100.0,0,3
2025-06-24T11:01:56.972233,20250624_110136,sim_tag1,121.1,0.0785,100.0,29,3
2025-06-24T11:01:56.972233,20250624_110136,sim_tag2,121.1,0.0785,100.0,29,3
2025-06-24T11:01:56.972233,20250624_110136,sim_tag3,121.1,0.0785,100.0,29,3
2025-06-24T11:02:06.973564,20250624_110136,sim_tag1,123.14,0.078,100.0,57,3
2025-06-24T11:02:06.973564,20250624_110136,sim_tag2,123.14,0.078,100.0,57,3
2025-06-24T11:02:06.973564,20250624_110136,sim_tag3,123.14,0.078,100.0,57,3
2025-06-24T11:02:16.982653,20250624_110136,sim_tag1,123.86,0.0797,100.0,81,3
2025-06-24T11:02:16.982653,20250624_110136,sim_tag2,123.86,0.0797,100.0,81,3
2025-06-24T11:02:16.982653,20250624_110136,sim_tag3,123.86,0.0797,100.0,81,3
2025-06-24T11:02:26.985857,20250624_110136,sim_tag1,124.23,0.0801,100.0,97,3
2025-06-24T11:02:26.985857,20250624_110136,sim_tag2,124.23,0.0801,100.0,97,3
2025-06-24T11:02:26.985857,20250624_110136,sim_tag3,124.23,0.0801,100.0,97,3
2025-06-24T11:02:36.988931,20250624_110136,sim_tag1,125.37,0.0807,100.0,119,3
2025-06-24T11:02:36.988931,20250624_110136,sim_tag2,125.37,0.0807,100.0,119,3
2025-06-24T11:02:36.988931,20250624_110136,sim_tag3,125.37,0.0807,100.0,119,3
2025-06-24T11:02:46.994991,20250624_110136,sim_tag1,125.37,0.0811,100.0,218,3
2025-06-24T11:02:46.994991,20250624_110136,sim_tag2,125.37,0.0811,100.0,218,3
2025-06-24T11:02:46.994991,20250624_110136,sim_tag3,125.37,0.0811,100.0,218,3
2025-06-24T11:02:56.996854,20250624_110136,sim_tag1,125.36,0.08,100.0,408,3
2025-06-24T11:02:56.996854,20250624_110136,sim_tag2,125.36,0.08,100.0,408,3
2025-06-24T11:02:56.996854,20250624_110136,sim_tag3,125.36,0.08,100.0,408,3
2025-06-24T11:03:06.998368,20250624_110136,sim_tag1,125.36,0.0802,100.0,463,3
2025-06-24T11:03:06.998368,20250624_110136,sim_tag2,125.36,0.0802,100.0,463,3
2025-06-24T11:03:06.998368,20250624_110136,sim_tag3,125.36,0.0802,100.0,463,3
2025-06-24T11:03:16.999277,20250624_110136,sim_tag1,125.33,0.0795,100.0,581,3
2025-06-24T11:03:16.999277,20250624_110136,sim_tag2,125.33,0.0795,100.0,581,3
2025-06-24T11:03:16.999277,20250624_110136,sim_tag3,125.33,0.0795,100.0,581,3
2025-06-24T11:03:27.000686,20250624_110136,sim_tag1,125.35,0.0792,100.0,625,3
2025-06-24T11:03:27.000686,20250624_110136,sim_tag2,125.35,0.0792,100.0,625,3
2025-06-24T11:03:27.000686,20250624_110136,sim_tag3,125.35,0.0792,100.0,625,3
2025-06-24T11:03:37.005610,20250624_110136,sim_tag1,125.35,0.0791,100.0,763,3
2025-06-24T11:03:37.005610,20250624_110136,sim_tag2,125.35,0.0791,100.0,763,3
2025-06-24T11:03:37.005610,20250624_110136,sim_tag3,125.35,0.0791,100.0,763,3
2025-06-24T11:03:47.006999,20250624_110136,sim_tag1,125.36,0.0794,100.0,785,3
2025-06-24T11:03:47.006999,20250624_110136,sim_tag2,125.36,0.0794,100.0,785,3
2025-06-24T11:03:47.006999,20250624_110136,sim_tag3,125.36,0.0794,100.0,785,3
2025-06-24T11:03:57.009293,20250624_110136,sim_tag1,125.36,0.0782,100.0,819,3
2025-06-24T11:03:57.009293,20250624_110136,sim_tag2,125.36,0.0782,100.0,819,3
2025-06-24T11:03:57.009293,20250624_110136,sim_tag3,125.36,0.0782,100.0,819,3
2025-06-24T11:04:07.010326,20250624_110136,sim_tag1,125.35,0.079,100.0,874,3
2025-06-24T11:04:07.010326,20250624_110136,sim_tag2,125.35,0.079,100.0,874,3
2025-06-24T11:04:07.010326,20250624_110136,sim_tag3,125.35,0.079,100.0,874,3
2025-06-24T11:04:17.014456,20250624_110136,sim_tag1,125.35,0.079,100.0,887,3
2025-06-24T11:04:17.014456,20250624_110136,sim_tag2,125.35,0.079,100.0,887,3
2025-06-24T11:04:17.014456,20250624_110136,sim_tag3,125.35,0.079,100.0,887,3
2025-06-24T11:04:27.016366,20250624_110136,sim_tag1,125.34,0.0795,100.0,945,3
2025-06-24T11:04:27.016366,20250624_110136,sim_tag2,125.34,0.0795,100.0,945,3
2025-06-24T11:04:27.016366,20250624_110136,sim_tag3,125.34,0.0795,100.0,945,3
2025-06-24T11:04:37.017464,20250624_110136,sim_tag1,125.35,0.0799,100.0,945,3
2025-06-24T11:04:37.017464,20250624_110136,sim_tag2,125.35,0.0799,100.0,945,3
2025-06-24T11:04:37.017464,20250624_110136,sim_tag3,125.35,0.0799,100.0,945,3
2025-06-24T11:04:47.020240,20250624_110136,sim_tag1,125.36,0.0794,100.0,957,3
2025-06-24T11:04:47.020240,20250624_110136,sim_tag2,125.36,0.0794,100.0,957,3
2025-06-24T11:04:47.020240,20250624_110136,sim_tag3,125.36,0.0794,100.0,957,3
2025-06-24T11:04:57.021717,20250624_110136,sim_tag1,125.35,0.0803,100.0,988,3
2025-06-24T11:04:57.021717,20250624_110136,sim_tag2,125.35,0.0803,100.0,988,3
2025-06-24T11:04:57.021717,20250624_110136,sim_tag3,125.35,0.0803,100.0,988,3
2025-06-24T11:22:35.499523,20250624_112225,sim_tag1,116.77,0.0778,100.0,25,3
2025-06-24T11:22:35.499523,20250624_112225,sim_tag2,116.77,0.0778,100.0,25,3
2025-06-24T11:22:35.499523,20250624_112225,sim_tag3,116.77,0.0778,100.0,25,3
2025-06-24T11:22:45.500644,20250624_112225,sim_tag1,122.32,0.0804,100.0,132,3
2025-06-24T11:22:45.500644,20250624_112225,sim_tag2,122.32,0.0804,100.0,132,3
2025-06-24T11:22:45.500644,20250624_112225,sim_tag3,122.32,0.0804,100.0,132,3
2025-06-24T11:22:55.502961,20250624_112225,sim_tag1,123.51,0.0803,100.0,310,3
2025-06-24T11:22:55.502961,20250624_112225,sim_tag2,123.51,0.0803,100.0,310,3
2025-06-24T11:22:55.502961,20250624_112225,sim_tag3,123.51,0.0803,100.0,310,3
2025-06-24T11:23:05.504016,20250624_112225,sim_tag1,124.03,0.08,100.0,379,3
2025-06-24T11:23:05.504016,20250624_112225,sim_tag2,124.03,0.08,100.0,379,3
2025-06-24T11:23:05.504016,20250624_112225,sim_tag3,124.03,0.08,100.0,379,3
2025-06-24T11:23:15.505520,20250624_112225,sim_tag1,125.32,0.0804,100.0,379,3
2025-06-24T11:23:15.505520,20250624_112225,sim_tag2,125.32,0.0804,100.0,379,3
2025-06-24T11:23:15.505520,20250624_112225,sim_tag3,125.32,0.0804,100.0,379,3
2025-06-24T11:23:25.509407,20250624_112225,sim_tag1,125.33,0.0793,100.0,437,3
2025-06-24T11:23:25.509407,20250624_112225,sim_tag2,125.33,0.0793,100.0,437,3
2025-06-24T11:23:25.509407,20250624_112225,sim_tag3,125.33,0.0793,100.0,437,3
2025-06-24T11:23:35.512095,20250624_112225,sim_tag1,125.35,0.0803,100.0,510,3
2025-06-24T11:23:35.512095,20250624_112225,sim_tag2,125.35,0.0803,100.0,510,3
2025-06-24T11:23:35.512095,20250624_112225,sim_tag3,125.35,0.0803,100.0,510,3
2025-06-24T11:23:45.514827,20250624_112225,sim_tag1,125.35,0.0814,100.0,553,3
2025-06-24T11:23:45.514827,20250624_112225,sim_tag2,125.35,0.0814,100.0,553,3
2025-06-24T11:23:45.514827,20250624_112225,sim_tag3,125.35,0.0814,100.0,553,3
